Type                                  Module                      Label             Process   
vector<TrackCandidate>                "hltDoubletRecoveryCkfTrackCandidatesDisplacedJpsiRegDoubleTrk"   ""                "HLTX"    
vector<TrackCandidate>                "hltDoubletRecoveryCkfTrackCandidatesDisplacedNRReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltDoubletRecoveryCkfTrackCandidatesDisplacedPsiPrimeReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltDoubletRecoveryCkfTrackCandidatesDisplacedTau3muNoL1MassReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltDoubletRecoveryCkfTrackCandidatesDisplacedTau3muReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltDoubletRecoveryPFlowCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltDoubletRecoveryPFlowCkfTrackCandidatesForBTag"   ""                "HLTX"    
vector<TrackCandidate>                "hltDoubletRecoveryPFlowCkfTrackCandidatesTauReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltEgammaCkfTrackCandidatesForGSF"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0DisplacedJpsiCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0DisplacedJpsiCkfTrackCandidatesDoubleTrk"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0DisplacedNRCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0DisplacedPsiPrimeCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0DisplacedTau3muCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0DisplacedTau3muNoL1MassCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0HighPtTkMuCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0IterL3FromL1MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0IterL3FromL1MuonCkfTrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0IterL3FromL1MuonCkfTrackCandidatesOpenMu"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0IterL3MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0IterL3MuonCkfTrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0IterL3MuonCkfTrackCandidatesOpenMu"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0L3MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0L3MuonCkfTrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0PFlowCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0PFlowCkfTrackCandidatesForBTag"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter0PFlowCkfTrackCandidatesTauReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1DisplacedJpsiCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1DisplacedJpsiCkfTrackCandidatesDoubleTrk"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1DisplacedNRCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1DisplacedPsiPrimeCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1DisplacedTau3muCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1DisplacedTau3muNoL1MassCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1L3MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1L3MuonCkfTrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1PFlowCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1PFlowCkfTrackCandidatesForBTag"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter1PFlowCkfTrackCandidatesTauReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2DisplacedJpsiCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2DisplacedJpsiCkfTrackCandidatesDoubleTrk"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2DisplacedNRCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2DisplacedPsiPrimeCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2DisplacedTau3muCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2DisplacedTau3muNoL1MassCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2HighPtTkMuCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2IterL3FromL1MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2IterL3FromL1MuonCkfTrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2IterL3FromL1MuonCkfTrackCandidatesOpenMu"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2IterL3MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2IterL3MuonCkfTrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2IterL3MuonCkfTrackCandidatesOpenMu"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2L3MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2L3MuonCkfTrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2PFlowCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2PFlowCkfTrackCandidatesForBTag"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter2PFlowCkfTrackCandidatesTauReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter3IterL3FromL1MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIter3IterL3MuonCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIterL3OITrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltIterL3OITrackCandidatesNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltIterL3OITrackCandidatesOpenMu"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3NoFiltersTrackCandidateFromL2IOHitNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3NoFiltersTrackCandidateFromL2NoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3NoFiltersTrackCandidateFromL2OIHitNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2IOHit"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIHit"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIState"   ""                "HLTX"    
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIStateNoVtx"   ""                "HLTX"    
vector<TrackCandidate>                "hltMuCkfTrackCandidates"   ""                "HLTX"    
vector<TrackCandidate>                "hltTripletRecoveryCkfTrackCandidatesDisplacedJpsiReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltTripletRecoveryCkfTrackCandidatesDisplacedJpsiRegDoubleTrk"   ""                "HLTX"    
vector<TrackCandidate>                "hltTripletRecoveryCkfTrackCandidatesDisplacedNRReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltTripletRecoveryCkfTrackCandidatesDisplacedPsiPrimeReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltTripletRecoveryCkfTrackCandidatesDisplacedTau3muNoL1MassReg"   ""                "HLTX"    
vector<TrackCandidate>                "hltTripletRecoveryCkfTrackCandidatesDisplacedTau3muReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDisplacedhltIter4PFlowPixelLessSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPFlowPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPFlowPixelSeedsForBTag"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPFlowPixelSeedsTauReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPixelSeedsDisplacedJpsiReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPixelSeedsDisplacedJpsiRegDoubleTrk"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPixelSeedsDisplacedNRReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPixelSeedsDisplacedPsiPrimeReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPixelSeedsDisplacedTau3muNoL1MassReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltDoubletRecoveryPixelSeedsDisplacedTau3muReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltElePixelSeedsCombined"   ""                "HLTX"    
vector<TrajectorySeed>                "hltElePixelSeedsCombinedUnseeded"   ""                "HLTX"    
vector<TrajectorySeed>                "hltElePixelSeedsDoublets"   ""                "HLTX"    
vector<TrajectorySeed>                "hltElePixelSeedsDoubletsUnseeded"   ""                "HLTX"    
vector<TrajectorySeed>                "hltElePixelSeedsTriplets"   ""                "HLTX"    
vector<TrajectorySeed>                "hltElePixelSeedsTripletsUnseeded"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0DisplacedJpsiPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0DisplacedJpsiPixelSeedsFromPixelTracksDoubleTrk"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0DisplacedNRPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0DisplacedPsiPrimePixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0DisplacedTau3muNoL1MassPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0DisplacedTau3muPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0HighPtTkMuPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0IterL3FromL1MuonPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0IterL3FromL1MuonPixelSeedsFromPixelTracksNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0IterL3FromL1MuonPixelSeedsFromPixelTracksOpenMu"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0IterL3MuonPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0IterL3MuonPixelSeedsFromPixelTracksNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0IterL3MuonPixelSeedsFromPixelTracksOpenMu"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0L3MuonPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0L3MuonPixelSeedsFromPixelTracksNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0PFLowPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0PFLowPixelSeedsFromPixelTracksForBTag"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter0PFLowPixelSeedsFromPixelTracksTauReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1DisplacedJpsiPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1DisplacedJpsiPixelSeedsDoubleTrk"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1DisplacedNRPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1DisplacedPsiPrimePixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1DisplacedTau3muNoL1MassPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1DisplacedTau3muPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1L3MuonPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1L3MuonPixelSeedsNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1PFLowPixelSeedsFromPixelTracks"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1PFLowPixelSeedsFromPixelTracksForBTag"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter1PFlowPixelSeedsTauReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2DisplacedJpsiPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2DisplacedJpsiPixelSeedsDoubleTrk"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2DisplacedNRPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2DisplacedPsiPrimePixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2DisplacedTau3muNoL1MassPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2DisplacedTau3muPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2HighPtTkMuPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2IterL3FromL1MuonPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2IterL3FromL1MuonPixelSeedsNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2IterL3FromL1MuonPixelSeedsOpenMu"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2IterL3MuonPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2IterL3MuonPixelSeedsNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2IterL3MuonPixelSeedsOpenMu"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2L3MuonPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2L3MuonPixelSeedsNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2PFlowPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2PFlowPixelSeedsForBTag"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter2PFlowPixelSeedsTauReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter3IterL3FromL1MuonPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIter3IterL3MuonPixelSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIterL3OISeedsFromL2Muons"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIterL3OISeedsFromL2MuonsNoVtx"   ""                "HLTX"    
vector<TrajectorySeed>                "hltIterL3OISeedsFromL2MuonsOpenMu"   ""                "HLTX"    
vector<TrajectorySeed>                "hltL2CosmicOfflineMuonSeeds"   ""                "HLTX"    
vector<TrajectorySeed>                "hltL2OfflineMuonSeeds"     ""                "HLTX"    
vector<TrajectorySeed>                "hltMuTrackSeeds"           ""                "HLTX"    
vector<TrajectorySeed>                "hltTripletRecoveryPixelSeedsDisplacedJpsiReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltTripletRecoveryPixelSeedsDisplacedJpsiRegDoubleTrk"   ""                "HLTX"    
vector<TrajectorySeed>                "hltTripletRecoveryPixelSeedsDisplacedNRReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltTripletRecoveryPixelSeedsDisplacedPsiPrimeReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltTripletRecoveryPixelSeedsDisplacedTau3muNoL1MassReg"   ""                "HLTX"    
vector<TrajectorySeed>                "hltTripletRecoveryPixelSeedsDisplacedTau3muReg"   ""                "HLTX"    
vector<double>                        "hltAK4CaloJets"            "rhos"            "HLTX"    
vector<double>                        "hltAK4CaloJetsPF"          "rhos"            "HLTX"    
vector<double>                        "hltAK4Iter0TrackJets4Iter1TauReg"   "rhos"            "HLTX"    
vector<double>                        "hltAK4Iter1TrackJets4Iter2"   "rhos"            "HLTX"    
vector<double>                        "hltAK4Iter1TrackJets4Iter2TauReg"   "rhos"            "HLTX"    
vector<double>                        "hltAK4PFJets"              "rhos"            "HLTX"    
vector<double>                        "hltAK4PFJetsForTaus"       "rhos"            "HLTX"    
vector<double>                        "hltAK4PFJetsReg"           "rhos"            "HLTX"    
vector<double>                        "hltAK4PixelOnlyPFJets"     "rhos"            "HLTX"    
vector<double>                        "hltAK8CaloJets"            "rhos"            "HLTX"    
vector<double>                        "hltAK8CaloJetsPF"          "rhos"            "HLTX"    
vector<double>                        "hltAK8PFJets"              "rhos"            "HLTX"    
vector<double>                        "hltAK8SoftDropModJets"     "rhos"            "HLTX"    
vector<double>                        "hltAK8TrimModJets"         "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau10Regional"     "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau11Regional"     "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau12Regional"     "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau1Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau2Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau3Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau4Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau5Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau6Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau7Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau8Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTau9Regional"      "rhos"            "HLTX"    
vector<double>                        "hltAkIsoTauL1sTauVeryBigORSeededRegional"   "rhos"            "HLTX"    
vector<double>                        "hltStoppedHSCPIterativeCone4CaloJets"   "rhos"            "HLTX"    
vector<double>                        "hltAK4CaloJets"            "sigmas"          "HLTX"    
vector<double>                        "hltAK4CaloJetsPF"          "sigmas"          "HLTX"    
vector<double>                        "hltAK4Iter0TrackJets4Iter1TauReg"   "sigmas"          "HLTX"    
vector<double>                        "hltAK4Iter1TrackJets4Iter2"   "sigmas"          "HLTX"    
vector<double>                        "hltAK4Iter1TrackJets4Iter2TauReg"   "sigmas"          "HLTX"    
vector<double>                        "hltAK4PFJets"              "sigmas"          "HLTX"    
vector<double>                        "hltAK4PFJetsForTaus"       "sigmas"          "HLTX"    
vector<double>                        "hltAK4PFJetsReg"           "sigmas"          "HLTX"    
vector<double>                        "hltAK4PixelOnlyPFJets"     "sigmas"          "HLTX"    
vector<double>                        "hltAK8CaloJets"            "sigmas"          "HLTX"    
vector<double>                        "hltAK8CaloJetsPF"          "sigmas"          "HLTX"    
vector<double>                        "hltAK8PFJets"              "sigmas"          "HLTX"    
vector<double>                        "hltAK8SoftDropModJets"     "sigmas"          "HLTX"    
vector<double>                        "hltAK8TrimModJets"         "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau10Regional"     "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau11Regional"     "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau12Regional"     "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau1Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau2Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau3Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau4Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau5Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau6Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau7Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau8Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTau9Regional"      "sigmas"          "HLTX"    
vector<double>                        "hltAkIsoTauL1sTauVeryBigORSeededRegional"   "sigmas"          "HLTX"    
vector<double>                        "hltStoppedHSCPIterativeCone4CaloJets"   "sigmas"          "HLTX"    
vector<edm::Ref<vector<reco::SuperCluster>,reco::SuperCluster,edm::refhelper::FindUsingAdvance<vector<reco::SuperCluster>,reco::SuperCluster> > >    "hltEgammaSuperClustersToPixelMatch"   ""                "HLTX"    
vector<edm::Ref<vector<reco::SuperCluster>,reco::SuperCluster,edm::refhelper::FindUsingAdvance<vector<reco::SuperCluster>,reco::SuperCluster> > >    "hltEgammaSuperClustersToPixelMatchUnseeded"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltEle12JetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltEle15JetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltEle23JetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltEle30JetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltEle50CaloIdVTGsfTrkIdTCleanAK4PFJet"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltEle8JetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltGsfEle17NoIsoJetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltGsfEle23NoIsoJetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltGsfEle8NoIsoJetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<edm::RefVector<vector<reco::PFJet>,reco::PFJet,edm::refhelper::FindUsingAdvance<vector<reco::PFJet>,reco::PFJet> > >    "hltMu3JetCollectionsForLeptonPlusPFJets"   ""                "HLTX"    
vector<float>                         "hltDiMuonMerging"          "MVAValues"       "HLTX"    
vector<float>                         "hltDiMuonMergingIter01TkMu"   "MVAValues"       "HLTX"    
vector<float>                         "hltDiMuonMergingNoVtx"     "MVAValues"       "HLTX"    
vector<float>                         "hltDisplacedhltIter4PFlowTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryPFlowTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryPFlowTrackCutClassifierForBTag"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryPFlowTrackCutClassifierTauReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryPFlowTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryPFlowTrackSelectionHighPurityForBTag"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryPFlowTrackSelectionHighPurityTauReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackCutClassifierDisplacedJpsiReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackCutClassifierDisplacedJpsiRegDoubleTrk"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackCutClassifierDisplacedNRReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackCutClassifierDisplacedPsiPrimeReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackCutClassifierDisplacedTau3muNoL1MassReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackCutClassifierDisplacedTau3muReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackSelectionHighPurityDisplacedJpsiReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackSelectionHighPurityDisplacedJpsiRegDoubleTrk"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackSelectionHighPurityDisplacedNRReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackSelectionHighPurityDisplacedPsiPrimeReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackSelectionHighPurityDisplacedTau3muNoL1MassReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltDoubletRecoveryTrackSelectionHighPurityDisplacedTau3muReg"   "MVAValues"       "HLTX"    
vector<float>                         "hltFastPVPixelTracksMerger"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedJpsiTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedJpsiTrackCutClassifierDoubleTrk"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedJpsiTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedJpsiTrackSelectionHighPurityDoubleTrk"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedNRTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedNRTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedPsiPrimeTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedPsiPrimeTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedTau3muNoL1MassTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedTau3muNoL1MassTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedTau3muTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0DisplacedTau3muTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0HighPtTkMuTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3FromL1MuonTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3FromL1MuonTrackCutClassifierNoVtx"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3FromL1MuonTrackCutClassifierOpenMu"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3FromL1MuonTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3FromL1MuonTrackSelectionHighPurityNoVtx"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3FromL1MuonTrackSelectionHighPurityOpenMu"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3MuonTrackCutClassifier"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3MuonTrackCutClassifierNoVtx"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3MuonTrackCutClassifierOpenMu"   "MVAValues"       "HLTX"    
vector<float>                         "hltIter0IterL3MuonTrackSelectionHighPurity"   "MVAValues"       "HLTX"    
